Fecha,Token,Liquidez_SOL,PrecioCompra,PrecioVenta,Signature
2025-08-15T23:35:25.896Z,NoEncontrado,2,0.25000000,0.30000000,37yXyty6aozgc4YkNkMtd4B3i2SV6mufNMnXBQVzR7oGqNnkg8c978wxkybrrQ7QNad83VMTfxPLxXVBUDJuH2cQ
2025-08-15T23:35:25.898Z,NoEncontrado,7.34,0.06811989,0.08174387,vCnidsp1tgAaqCB1bLC4uVkFGEugNGtUkvAkXmN5ewk2xRhWXz4GKvpgrm3hRoWvLEXZogxY5cJSsXiRowQG7mm
2025-08-15T23:35:25.900Z,NoEncontrado,4.47,0.11185682,0.13422818,4xKJvEzh5zV9vegXFCa9egcGeb6MZk5ehuWH3akXKSL3TJDKi5x2L6rHGjZcomKPkeZsBJjp7uaZPqp5VLM5YM9A
2025-08-15T23:35:25.902Z,NoEncontrado,4.21,0.11876485,0.14251782,5ARCiR3sbh9s2ysWSMaZLk2mbwEEho6TqaWrhiqFQB5ZjZ47oSQ3gyGpqTaZYAm5QLTJAo9eCTx1LRM8B7gqW4dG
2025-08-15T23:35:25.904Z,NoEncontrado,8.03,0.06226650,0.07471980,495sftPHPAPDU7nba1RzeykoQcb1iWQp1V1DXZKk1uD6PmBpxJTN33bxxVeUT5JKgkZNZiK1dGg85KJcqbPzomuE
2025-08-15T23:35:25.907Z,NoEncontrado,9.18,0.05446623,0.06535948,4LrrrDdGyMxDCBXkoGGy1BsM6LoHigmZtyxodWrhLxtCyufsmzse33Qj4ZQS7sNwNUhvBYkwk3gPbvfqPoPK7y9B
2025-08-15T23:35:25.909Z,NoEncontrado,7.2,0.06944444,0.08333333,5U8tt87dtCWN37MWJ64oQ7uENoe5anuKQ7xKg7RpY4buM6jLUErw6Gth8y3BdnSEZfd6j4GwXKYyrouzHAHyXAV4
2025-08-15T23:35:25.911Z,NoEncontrado,4.77,0.10482180,0.12578616,GbrV7y2xSrQSXZU49HV9DTjKjUybiD2eJ7fvDJPZTeGydMy2wUKay9cjUZ56fqCmf8Tqxq3fs41uSBnSjVJDLNg
2025-08-15T23:35:25.912Z,NoEncontrado,4.44,0.11261261,0.13513513,47EotLhJZ2ubjU3ZwDEC7N9KQzgc6RJFZEeSrWs5d8x3r9d4XDARzLSunpujRK24BU6C8Q1BGLYdZbr6S2kMqcc
2025-08-15T23:35:25.915Z,NoEncontrado,2.78,0.17985612,0.21582734,5NXMcfdSxXDB5EyRke7cV6LoGhrLF7TpC93bV18w6e4DzxzaRVqqsHp14NbYrX76K9BzUAg58SvRXvGpyfaktjZK
2025-08-15T23:35:25.917Z,NoEncontrado,3.86,0.12953368,0.15544042,2FSRhKtTPtja8xvvsmhnqPSvRwPx1dUwyHjWfanuCvJSmvf8degrjMm2FkWRiEowZyWoKS8VDkLvQe4zXHGQUnjo
2025-08-15T23:35:25.918Z,NoEncontrado,9.54,0.05241090,0.06289308,5ja7XgPQ69XPjPMq1kYv7cpYwigg1Xf4Asx81u3SDNfx7mzwzcmZ8ApknrtDY4ekCDWZuDRLENYfNohgWa4F4QSd
2025-08-15T23:35:25.919Z,NoEncontrado,4.42,0.11312217,0.13574660,N9k26Mr56x51kZA3X36rnt36v2ChquX42HmaKF6yGnMSPKyHeQ1ZRnqYKkxywhv1aJWnsrK7L42khJ2G8N6AZsb
2025-08-15T23:35:25.921Z,NoEncontrado,6.98,0.07163324,0.08595989,2cU8gWnqgJwC3vchvNNk5mQXz1RmT7SoYUcRDzd3TqHtE8R3BssRDUiU57pp79XJZWS2Ey5fAAvzLWxiTBZ3yxT4
2025-08-15T23:35:25.922Z,NoEncontrado,9.48,0.05274262,0.06329114,4wrG2fAr4Pfvpi29CZNsmPYc5ogv4wipYL842JFJqJ4PPBF6DRrZgDJfFZQhSbLBGhc9zjJWgZDStssUcBrnGvfv
2025-08-15T23:35:25.923Z,NoEncontrado,8.83,0.05662514,0.06795017,RE8oCdh1Q79SagJg3ti2SQU6u6jyP5k1Vjex6VPc2AgLkjpS98PKVyqLhYg13W6VSRpazZweij7v5bAZ7sHf8ZM
2025-08-15T23:35:25.942Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,4.41,0.11337868,0.13605442,24PME5bSdoSPNUBH1D5Cn6jAYRAERbqofuDXBTYYKQSLV4kRvY4eQy3a7ecVQ9zY4PV5Xirt2fuY6LerhVpnrNYq
2025-08-15T23:35:25.944Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,3.48,0.14367816,0.17241379,5gz7JT3QqbSpchkfwxtkyaHLzZyZ4iiiYegevGTqx2B7duHqZLvkJswWJTYT4We8c86XPxcYZH9dxXUmyGKZZrUA
2025-08-15T23:35:25.945Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,2.57,0.19455253,0.23346304,xkFR6KXMnstejYDZVDfWdethxiLC5v1zgHDYTL9KczefDcG9LGZ62rVLiPZnPAJu2iZPYfeH9bXiBBdThBmvunx
2025-08-15T23:35:25.946Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,4.68,0.10683761,0.12820513,4gq6B4H8y197WiJ89HGCEhvmJGdoTbW6vSqwLM6S1fS2nx2iCWFpuD1MaQp1rMPYUDRR6Ua6CNyremz4h8sEHmef
2025-08-15T23:35:25.948Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,9.75,0.05128205,0.06153846,46SE1PDfvYfaKSfqyZvuWbwrPtP4HX78Pc1MYP77PkLWfHJBdHfwQbaov822BLrCa635RzTkAtbME6ECypdPC9M3
2025-08-15T23:35:25.950Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,3.29,0.15197568,0.18237082,5JxjSxXejZuop5vbCRuNHwvN7CYQEWoxvKJbRvjGTNmwbE4GNWCBkKxuKPWYUnzv4rErSFTTBnq7hYHdpwKHBQJe
2025-08-15T23:35:25.952Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,3.87,0.12919897,0.15503876,3bPcgK3hx7m7yKTDScKqGrhHACdv3QDs8ttUffAnhB5mQgfSFiWKKFhbed3jircKDmDaspAFz9TTB7nF6813td8C
2025-08-15T23:35:25.953Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,2.01,0.24875622,0.29850746,43U21zEWmpiBxKbQ8QpUaXUvc6e7XJFZMmrVMK5bF1Lzm4PQuSTTi1QbPkUb7G3cxutGt7cbGfcjiBBpcJm9Uaii
2025-08-15T23:35:25.955Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,9.09,0.05500550,0.06600660,4yHveurw3JGooGxZCq7ahiisQvb7kr4tn9E48busjFQJNf7LJkFDLvYQPeXjwdvJs1V3DBVmXZHocsWwJ7qN5mNk
2025-08-15T23:35:25.957Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,5.97,0.08375209,0.10050251,52JHwHfqoLKFdeNwNwkY72wAV3JQY4C2M78mG36jKMvar4a5yotorj4svwkW9dbCYG8zLk2C5SAUR99kCeGi92TD
2025-08-15T23:35:25.959Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,3.12,0.16025641,0.19230769,5bcapijpHyvU8eB5awzg3G4FduZ5M2Rw9V3Sim6pmnig8CobQwFTek8YTQXD3rT9eNUbMHXb1RC7P3p8aWsq4h52
2025-08-15T23:35:25.960Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,6.83,0.07320644,0.08784773,9ko5RkkeH4rA9RKYkx4mEoTgbidH12948P2Eg6qMo5bVFB7FnRNspStW71R8potgKZnfiHkirEr6bnZ6FQZE2eW
2025-08-15T23:35:25.962Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,6.64,0.07530120,0.09036144,3261JnPFVXYXWyDcBbBmwk7VTf6QhaeX9QFQqD7zjCtjKooyWrGtMg6kh8VZfKAeYid4b4k96Qiwos51XSRJotLF
2025-08-15T23:35:25.964Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,3.66,0.13661202,0.16393442,CRBBKyVZenmaPXKecRQu5Sne5AzJc5qSvfQ9J5vHd8q8EBLaKjVbtBVrEATiCJwoqwDv5f2Qodp4c4Wd8LKv1qf
2025-08-15T23:35:25.966Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,9.77,0.05117707,0.06141248,45kJfEbDno3qHPiN8TDjnxoZD4gnkNXzXc8Hr2XXBwtyNZAGV3bNBUH1N8aduv4MTZ45cETagQWPptnKnw2vaMrC
2025-08-15T23:35:25.968Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,4.11,0.12165450,0.14598540,51CBkT2gAafZRw7A6yNdnZRWihAYp6dgj31YH1NC4v8JWfwFPWhsx6RE8p2yCFKqpb8sLw4XPgK6t4yVfTW76BDS
2025-08-15T23:35:25.970Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,6.96,0.07183908,0.08620690,22TwHL6RtAXWd3MeLG4aYCx6aEEPxfkPuAJGC1kVYr4p9L6hpBVCtPNY6mLxKadAzvk4rfmqrdGYTtRzCumbZBRE
2025-08-15T23:35:25.971Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,3.21,0.15576324,0.18691589,SyhfFJXzbgoD6QZVao2CtwcUegQUvYstuFEZQmfbtxJNN6zknZbamUtryCCawwYAxUPMbHgGv9z27UuZoAAnY5A
2025-08-15T23:35:25.974Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,5.76,0.08680556,0.10416667,4b2wZr4WJQZpgRHXSKppz5DoUgQkFnaPU9EqvEh88Z8N84agi43JjdSG6SbWpN5AQdZjNXdAaaSsbvZw7WUAX51Y
2025-08-15T23:35:25.977Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,5.94,0.08417508,0.10101010,36ZK4CzmY7VfvHZq7Kj5jwszF9a74s4Vtj2oEWpDysqkSJoMFS7i5eTk2wk8HdMvK2Ta3xfVrweuPEznuTrjfQTq
2025-08-15T23:35:25.978Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,6.88,0.07267442,0.08720930,5KUFCwpnsexGWqczSCZp8psxhYoYdAAehTBw65QLeCpyaDBDTXi3iqFSCb1LEkjAXfS1HF4iG5K45CS3XCt6pTTr
2025-08-15T23:35:25.980Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,5.95,0.08403361,0.10084033,wF3axs3TKLeNWNZQinJbBGTTsWGT5n3YDSyugfSFadJXRbfy1TpQJS86Nhy1tCHMLyftreYuABW1jF9WsegL5zE
2025-08-15T23:35:25.982Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,8.64,0.05787037,0.06944444,4hjZV4xCp2bEYGhifFMU3iH8p833RijpkL8Bm3os7WSPrEQgGhejYGatZqmLw2C1qXQ6Hr2vrf5YmpWjMatwqvML
2025-08-15T23:35:25.983Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,9.6,0.05208333,0.06250000,mUXBDeTRQv3soadzkB8wqZjawr1V99v4zcB239aPtbHRBKD6Sfxvgv49F3BgZ3sCuRtVp37jEwLKTu7CBUCJTYT
2025-08-15T23:35:25.991Z,NoEncontrado,3.22,0.15527950,0.18633540,3acmoWv2q8fTVifzBbmSQFdqypvmZxY5SQRjxykWeRo6TTYodfvYqGRbF33rD2MXMjLv9cn9Z7PYrDZck2A881mZ
2025-08-15T23:35:25.993Z,NoEncontrado,6.3,0.07936508,0.09523810,4EGE7hxsVV59Eqx2YNsuJ94foM7znMtpbDB8LADb9eUMvkiorNY3orDce3VHDgjrNay4HntQJTUw5wJkGXf8g9p2
2025-08-15T23:35:25.994Z,NoEncontrado,7.21,0.06934813,0.08321776,3FeFTKcWgGU3pFcMevSH3d7eteuckPtrCzgRU7XGsERPhjsxwYCfEFPTdGyezSoGGS4gh8BdUkFJK7fsAx185EJG
2025-08-15T23:35:25.996Z,NoEncontrado,5.67,0.08818342,0.10582010,5hWt1Eo6iN1hVqqyMBfsR4xz6eP6zDUthkELDizeQa8HEwjNKHVUNbFGr5rTgAtndHp5pQYm34pGpyydgQR9Vw2P
2025-08-15T23:35:25.997Z,NoEncontrado,9.56,0.05230126,0.06276151,4gkhAmS6Qn253sPv5ov1ejUALMQBMkfmXpUFBmsfZRcKKXtDbArxMF8RAtGDUNHzzvo7M2uHS64G4AMEE9JbYihP
2025-08-15T23:35:25.999Z,NoEncontrado,7.47,0.06693440,0.08032128,4yAVbBJ1Y9CafkbwFTaZLU8Nk8R2XKrxUpG6aEi19Z8C4ZNXYdLpv4Q4K6NWkWgdBabeB95DYRC4cCmGCMnBYkXM
2025-08-15T23:35:26.001Z,NoEncontrado,3.29,0.15197568,0.18237082,2oUH1QwRwXSpbh6Cso1NjAEkQitGoKogZwmibUsRvKvLnk7dV4YsySBDeYnxpnqfgASE1nkRoB6G1Ax6aepBooag
2025-08-15T23:35:26.002Z,NoEncontrado,2.53,0.19762846,0.23715415,496JYFTHJApWcYmTkApNFqHXq3i9nMxMgVnxGQ4kNihqNNgXgsKF6i1uk2YkRFsCVbnz4GkUa51yTcit9WPrubA9
2025-08-15T23:35:26.004Z,NoEncontrado,5.57,0.08976661,0.10771993,qx3SrBQ6vPWtXnscFUUT6b4potdJbQndbNz9DzKWECbUtRESDLXUVE6fCibxcwz85ccoha4J7N6ypFmp8n6XJFJ
2025-08-15T23:35:26.006Z,NoEncontrado,6.24,0.08012821,0.09615385,5Up2nXKQgjQaswAy4Ak6FNU1SyqSjGKNFqn1iBeWLs94fMZ7WqU2ooAKAuqvRYDFWuPFn3MWVZbP2haiyCiWpnAf
2025-08-15T23:35:26.008Z,NoEncontrado,7.53,0.06640106,0.07968127,i9A3Y926xz52nvDhhb2KhdQdsgjZYzS8Ys9FhNRTcxKnynZeSY9Yucpn6HrAeG7smrpYBJJavQa1zAUZEPxonEh
2025-08-15T23:35:26.009Z,NoEncontrado,3.36,0.14880952,0.17857142,eq6iueMbJRYtwC12sfkxNBEDcu99wavNJbBdK9gRCobFFFry8eukTFU2begptA859exHNU17auaoDZbTfAWTupB
2025-08-15T23:35:26.011Z,NoEncontrado,9.49,0.05268704,0.06322445,5feWUAdhDtp3AXnRDVJhgmEa2spdSzVtRCPj4Ag6oAiQAm6CnpsXi2rni3m2aUmfWC49oawyresiZDYd2a4ies9y
2025-08-15T23:35:26.012Z,NoEncontrado,8.51,0.05875441,0.07050529,3f7Jyp78wJT5hZkLm7UT1KZ22MfHq9U5W3i2bjVbXe47DSr19EMuqR9quc7cgvdnzqmb9YsDp6L79n5WfL537UXf
2025-08-15T23:35:26.014Z,NoEncontrado,7.07,0.07072136,0.08486563,4czwiSuygEjWz5zgytXCuKKgyRoqJ3r9MKPjjKZd9GuwFoZeazNJUL7XocRTU7LnsGP3ivPcKYnCgq27Q1uiNPmY
2025-08-15T23:35:26.016Z,NoEncontrado,5.25,0.09523810,0.11428572,2M83ECAnsgqtfvJWDiWb4rGHvihMfriQ9AVqhXangtBaiYUdLkvMvi6cYuBMxACiQg495H5Ziwi8TpVArWhthJ38
2025-08-15T23:35:26.017Z,NoEncontrado,7.78,0.06426735,0.07712082,1mc956K9DtX3Qia1Qp1T983iGF8mJM5iayUcZVTGN9VwDzyc2iv9UnRhkeV3jdVPcECrXjCRXpjWHADvHRzYpLz
2025-08-15T23:35:26.019Z,NoEncontrado,8.91,0.05611672,0.06734006,3P8WqFEAm3NkiueKPEs7eZNbJDroBrj6PBaRFkkmUfZwd7gGXVCSQRj7R9w5qxRjMGEU1t5PgqpLpVkWMNg7yevS
2025-08-15T23:35:26.020Z,NoEncontrado,8.11,0.06165228,0.07398274,cxYVNpXF3mPHc7RWLrX42d3i4razRXD7rpP7RGqh7CuQ2obarJwEYZwteFBgCdkinaXpYeX4CFkEQSqp7cixxFS
2025-08-15T23:35:26.022Z,NoEncontrado,5.09,0.09823183,0.11787820,2FA44Q6srpHNiKnHqYHYz22W16onrj97suxxM8j2njpQgUocnKRUactJ3kH6WPHDJzvYvb5NTZoryXo3RgieLa48
2025-08-15T23:35:26.024Z,NoEncontrado,6.88,0.07267442,0.08720930,5NkZ1JNdaYgj5zgSEasX75n8ucjZ8hkh8tdBkpmBT466Au6Yt4jCTdFbY4h2FqdsjzBrh7coafgwECEz7bbxSHjg
2025-08-15T23:35:26.026Z,NoEncontrado,9.79,0.05107252,0.06128702,2XQacfBwtd4hnK8ojpGGPG76b1ZrSqiPqH4SJV4ukMqmPq1XA7wVBywQ2czxYgwNbKySv2AK6Znrpi2S2ngEymms
2025-08-15T23:35:26.027Z,NoEncontrado,6.33,0.07898894,0.09478673,52zQXaYpmejNj6QRGk4t3X1zjrrcqMrV6eSxoR3TTjNsQVg4nr5z3Y3yLjvCwpi9EcG971AWpzdLuEh27DehJBZK
2025-08-15T23:35:26.029Z,NoEncontrado,6.99,0.07153076,0.08583691,JVVZqvwmSDr7kyJVFHEY5TW9BMptQU2DmqSi97n1y5nPTZ2QzJZe1yztEy1pHhz1652PDQQ46andWJ83TwBk8Bx
2025-08-15T23:35:26.204Z,NoEncontrado,9.46,0.05285412,0.06342494,mNvneYa1NTabaAZxiiTXuNpunUH7vmvN74Ms8TXhVtCK4NHkbUERzyQf9DLpgfCvaZPfkQdffXPsf7DG7NJkwxD
2025-08-15T23:35:26.346Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,4.14,0.12077295,0.14492754,395PV8g5WgtKEQxfTDWo53pDQaDBado1XWaSKSYrawvSUPN9QD2v5n8y1ic8MtoHafZwwuAkmVkcHd7V9HFnZNeb
2025-08-15T23:35:26.367Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,4.29,0.11655012,0.13986014,3VBsdtaBTFnmQ6SKzjDNQX81ZpP8VvDN4EKisbQFsvCafBMgFzr2nHkBP5zCrHJmuph8nkEYFf65mKpWVWmpjDPb
2025-08-15T23:35:26.369Z,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,2.04,0.24509804,0.29411765,5FLHq3TbKAYKhY8BbUHcNi1HVvyBRW6pcm7umUW4E7vmZTNUT6FS3ZV93rJGMpvHNgMAbXa3tbVT1zQbcQkTGLUj
2025-08-15T23:35:26.374Z,NoEncontrado,6.19,0.08077544,0.09693053,5diiBuQam6FzReRUB9eMqe5sYo4HY3Rf89Wf2N6CfDmNHid6cP5nMq2W9MHzDozpD5pU3G3UpjvvQvUFdo2KAERP
2025-08-15T23:35:26.377Z,NoEncontrado,5.06,0.09881423,0.11857708,3hoZF79jWQdDhegnRBj8CvxNpoV8mToLyoGXNZJ4LBbZLiw5qR1H34R9PHovarjuGpoDsTceKssCTmetkHCBnR83
2025-08-15T23:35:26.378Z,NoEncontrado,4.96,0.10080645,0.12096774,3TwkQBhtmBH2JDczAW6YbcARDRZopBmBasYDVFHAKXdkTuqdb3ssqmCpAAa9QnxKEVbjVXusFGcaeMfJ9rG3WR77
2025-08-15T23:35:26.381Z,NoEncontrado,2.8,0.17857143,0.21428572,AA1Sr16MJjriqpuKeQefNjyBHTgDEp1hfxHWzWqR33VdzgtuGsjafFQDfGqxGFacTdNLhFC2tVMgh3NtnnSVsF3
2025-08-15T23:35:26.384Z,NoEncontrado,7.58,0.06596306,0.07915567,67pcnzoz8w6iaB1JxUaH6fNrhdfQTnQrV44MJ5m1R8jv3EZ6V4S1bUGeNruWw6FZNMJRQnCBSA41aEs8rB1VVLFB
2025-08-15T23:35:26.386Z,NoEncontrado,6.73,0.07429421,0.08915305,4Y2reTz7PCjdGmo4U7htUnUHgjGNNQ3HEcjnQvBJuN2CPZERNUPe3LUgjnRXkusbtrSnp8gqHs8tFrpkuVWb9dGG
2025-08-15T23:35:26.389Z,NoEncontrado,7.61,0.06570302,0.07884362,4MBqSsRfWGh78cQfZkS9SfWr7o1ZWNTr97BZHaKbxaZnKJMseoTuXg4HsWMxjpMYm7mzgamdVZiFSapVdusST5xT
2025-08-15T23:35:26.390Z,NoEncontrado,9.14,0.05470460,0.06564552,4NDyaZzTfYMaQEz336puCrou6muLUc81Sk7pRZvvxou6CbAiWsVzQP8fSmXQRTVxsxRrTMV3WH8iAx2ZvCRFC2EK
2025-08-15T23:35:26.392Z,NoEncontrado,9.34,0.05353319,0.06423983,3CPyoYzThCDRyojq8TMen5tuzhqfDA8jZ53zcdB37eAa3L1vtwckmQ6F7rVrJGTqrnDPM4pSUvBuJxGta41eKWRc
2025-08-15T23:35:26.394Z,NoEncontrado,6.21,0.08051530,0.09661836,6iCjEtyCKTgRsCq2NbGbCrnueuYQ91YV3dFEvcCKfG8dtFx85JLRCEtJKE4EonAay9UsQT8krAXxGLPZZ48koxE
2025-08-15T23:35:26.396Z,NoEncontrado,8.34,0.05995204,0.07194245,mdqXubqbc12Jy1Y7wg3KD19pedMq1YCScnAp8hQrc93bSf1n574H2FEkM4ZEFzYmo3iF2zYCbg383M9JFnT9Gz2
2025-08-15T23:35:26.397Z,NoEncontrado,7.14,0.07002801,0.08403361,42Vua1GE2WtQ5LLKKLcNNz7W8v2FBAa5YoNy42yA64gLETBoUXnaTRTJxQJk4pDzdCKhe2qCNvjActd53NkZVT4j
2025-08-15T23:35:26.399Z,NoEncontrado,3.09,0.16181230,0.19417476,2H49CR54irJiQ45GDo1xPhBQj4F3578ita7Vh8j5kbQE3m8YcGGSb2wob5bndG6MW3jFGV2bTvsCaTxV4ghKEx9K
2025-08-15T23:35:26.401Z,NoEncontrado,7.94,0.06297229,0.07556675,2HBkqezy7a3G9dFzLoyhfrCvF9hLjYMtAdnYumXnoCTuNpdfC6qGV6GDghvLQ1nV5vqxE1Zh35o44iqhzpvWaz8L
2025-08-15T23:35:26.402Z,NoEncontrado,6.04,0.08278146,0.09933775,2a2FsWjs1TwmEJsgr81duaW8CYv2MuuTXGdL7f2GiVPLKznZNRkWDoHsVq36W5XRfSUUonPa6cCH3WFY4YEBmH9Q
2025-08-15T23:35:26.405Z,NoEncontrado,6.74,0.07418398,0.08902078,5qjEoTPBQZES3ukejK1EMhqWwrZANpTHiU8Tz18SysGRfzDB796FdNY11co7ESM3zXXK5RvJxc1SQBndsW17qoih
2025-08-15T23:35:26.407Z,NoEncontrado,8.95,0.05586592,0.06703910,2nGAwUuwHAQymQfQtjijLvEvw6At42PPFgqpXjVZgWXmPmw8UpXt7RBx6RxLwp43rcHYfNhfACfgEZNxRbvfQXn2
2025-08-15T23:35:26.409Z,NoEncontrado,4,0.12500000,0.15000000,2YZqoECm4XNf4UfNQWqkrtJXD3yoTrEC8Q5V3n4X88KH6xwsUvLSrgMdJvnFDzsRpnCrfmHG8Uzec2Tz6i3uzVqA
2025-08-15T23:35:26.413Z,NoEncontrado,4.68,0.10683761,0.12820513,3ycLadq5qpEhTUMpciQQjHLjiebDq58bQctgTtLnA8y7x6qEy4Y88XHSvSDZT386aWFGwQcqzzP6okN4441nq7f6
2025-08-15T23:35:26.415Z,NoEncontrado,8.91,0.05611672,0.06734006,5nEQdRGEmpSRUFBpnKC5nAGFuqDcXpCv8MQg1TuSbSn9nWQzk6vSKCthN77UmwNke6yEc6u667khDkCfvTkXz9UT
2025-08-15T23:35:26.416Z,NoEncontrado,5.1,0.09803922,0.11764706,21fTGKn3nUyt9aPAimYULYpbKUgPZkQQeHKi4K43nSDeQJJ2XTU85tZpozRPv48EgbwMRD8pqqMhagmzyDQkuPyQ
2025-08-15T23:35:26.418Z,NoEncontrado,6.5,0.07692308,0.09230770,2WPExAuQstJDZqRNjnKb4JS33zVgskZQEGLcSpvELiUYQKjHWajt58NraHZ5CEkehmCbnexgBnnYNHqXpya4zvwg
2025-08-15T23:35:26.420Z,NoEncontrado,7.91,0.06321113,0.07585336,2BHd1xjwzPzgccTQPSorRoLzFzSQ1wuLz4atepf7poatncarFUu8qgNQ1gvmttFdC6duSpNpj51Lo532ZcFWJcr7
2025-08-15T23:35:26.422Z,NoEncontrado,7.48,0.06684492,0.08021390,5HSWS5yjE41qssn9wsx9PGbPwc5qBCCY7Sm3zoMSZjpcz9aKXSWS1Zjov2KXYVAhKj2ocvFzgfgGiHwZnCKgpbzF
2025-08-15T23:35:26.424Z,NoEncontrado,8.67,0.05767013,0.06920416,4YfQ11eX1qWRvFt4gTQ9EBkCVj1pkEiXQ3W5zBc69vGTRaMcgE1MVNPmg1zHhqBEQnEjkro19PTkn8k9YsdRfmkk
